starttime	seconds	ctime	dtime	ttime	wait
Thu Sep 14 18:15:29 2023	1694704529	0	50	50	50
Thu Sep 14 18:15:29 2023	1694704529	0	51	51	50
Thu Sep 14 18:15:29 2023	1694704529	0	51	51	48
Thu Sep 14 18:15:28 2023	1694704528	0	52	52	51
Thu Sep 14 18:15:28 2023	1694704528	0	52	52	52
Thu Sep 14 18:15:28 2023	1694704528	1	52	53	52
Thu Sep 14 18:15:29 2023	1694704529	0	55	55	55
Thu Sep 14 18:15:28 2023	1694704528	0	55	55	44
Thu Sep 14 18:15:29 2023	1694704529	0	56	56	54
Thu Sep 14 18:15:26 2023	1694704526	0	56	56	55
Thu Sep 14 18:15:28 2023	1694704528	0	56	56	41
Thu Sep 14 18:15:28 2023	1694704528	0	57	57	55
Thu Sep 14 18:15:27 2023	1694704527	0	58	58	57
Thu Sep 14 18:15:30 2023	1694704530	0	58	58	58
Thu Sep 14 18:15:26 2023	1694704526	0	59	59	59
Thu Sep 14 18:15:29 2023	1694704529	0	59	59	57
Thu Sep 14 18:15:29 2023	1694704529	0	63	63	62
Thu Sep 14 18:15:30 2023	1694704530	0	64	64	64
Thu Sep 14 18:15:28 2023	1694704528	0	72	72	72
Thu Sep 14 18:15:28 2023	1694704528	0	80	80	77
